Product,Quantity Ordered,Price Each,Month,Hour,Day,City,Revenue
Lightning Charging Cable,1.0,14.95,10,10,Wednesday,New York City,14.95
Bose SoundSport Headphones,1.0,99.99,10,14,Friday,Boston,99.99
20in Monitor,1.0,109.99,10,12,Monday,Seattle,109.99
Wired Headphones,1.0,11.99,10,19,Tuesday,San Francisco,11.99
Lightning Charging Cable,1.0,14.95,10,19,Sunday,San Francisco,14.95
Google Phone,1.0,600.0,10,18,Friday,Boston,600.0
AAA Batteries (4-pack),2.0,2.99,10,13,Tuesday,Los Angeles,5.98
USB-C Charging Cable,1.0,11.95,10,19,Thursday,Atlanta,11.95
20in Monitor,1.0,109.99,10,18,Wednesday,Dallas,109.99
USB-C Charging Cable,1.0,11.95,10,6,Monday,Boston,11.95
AAA Batteries (4-pack),1.0,2.99,10,10,Monday,Los Angeles,2.99
AA Batteries (4-pack),1.0,3.84,10,15,Monday,Portland,3.84
USB-C Charging Cable,1.0,11.95,10,14,Sunday,San Francisco,11.95
Lightning Charging Cable,1.0,14.95,10,14,Tuesday,Boston,14.95
Lightning Charging Cable,1.0,14.95,10,11,Sunday,Austin,14.95
AAA Batteries (4-pack),6.0,2.99,10,14,Saturday,Dallas,17.94
Wired Headphones,1.0,11.99,10,7,Tuesday,San Francisco,11.99
USB-C Charging Cable,1.0,11.95,10,11,Wednesday,Dallas,11.95
iPhone,1.0,700.0,10,17,Friday,Seattle,700.0
Lightning Charging Cable,1.0,14.95,10,16,Friday,Los Angeles,14.95
AAA Batteries (4-pack),1.0,2.99,10,20,Saturday,Dallas,2.99
USB-C Charging Cable,2.0,11.95,10,18,Saturday,New York City,23.9
Wired Headphones,1.0,11.99,10,20,Saturday,San Francisco,11.99
Apple Airpods Headphones,1.0,150.0,10,15,Thursday,Los Angeles,150.0
USB-C Charging Cable,1.0,11.95,10,14,Friday,New York City,11.95
Apple Airpods Headphones,1.0,150.0,10,12,Friday,Austin,150.0
Bose SoundSport Headphones,1.0,99.99,10,13,Friday,Dallas,99.99
ThinkPad Laptop,1.0,999.99,10,14,Wednesday,Portland,999.99
Lightning Charging Cable,2.0,14.95,10,7,Wednesday,Austin,29.9
iPhone,1.0,700.0,10,19,Thursday,Los Angeles,700.0
Wired Headphones,1.0,11.99,10,13,Tuesday,Los Angeles,11.99
Lightning Charging Cable,1.0,14.95,10,8,Saturday,New York City,14.95
Bose SoundSport Headphones,1.0,99.99,10,17,Thursday,Dallas,99.99
Bose SoundSport Headphones,1.0,99.99,10,20,Thursday,Los Angeles,99.99
Apple Airpods Headphones,1.0,150.0,10,21,Saturday,Atlanta,150.0
USB-C Charging Cable,1.0,11.95,10,22,Saturday,Los Angeles,11.95
Wired Headphones,2.0,11.99,10,17,Wednesday,San Francisco,23.98
AAA Batteries (4-pack),3.0,2.99,10,15,Thursday,Dallas,8.97
ThinkPad Laptop,1.0,999.99,10,21,Friday,Portland,999.99
USB-C Charging Cable,1.0,11.95,10,20,Wednesday,New York City,11.95
34in Ultrawide Monitor,1.0,379.99,10,10,Tuesday,Atlanta,379.99
27in 4K Gaming Monitor,1.0,389.99,10,16,Friday,Boston,389.99
AA Batteries (4-pack),1.0,3.84,10,16,Saturday,Boston,3.84
Bose SoundSport Headphones,1.0,99.99,10,19,Thursday,Seattle,99.99
iPhone,1.0,700.0,10,17,Wednesday,New York City,700.0
27in 4K Gaming Monitor,1.0,389.99,10,12,Sunday,Austin,389.99
Google Phone,1.0,600.0,10,22,Sunday,Dallas,600.0
USB-C Charging Cable,1.0,11.95,10,22,Sunday,Dallas,11.95
iPhone,1.0,700.0,10,12,Friday,Los Angeles,700.0
USB-C Charging Cable,1.0,11.95,10,23,Monday,Portland,11.95
Apple Airpods Headphones,1.0,150.0,10,12,Thursday,Los Angeles,150.0
AAA Batteries (4-pack),1.0,2.99,10,10,Friday,Los Angeles,2.99
Wired Headphones,1.0,11.99,10,21,Thursday,Atlanta,11.99
Lightning Charging Cable,1.0,14.95,10,12,Tuesday,Austin,14.95
AA Batteries (4-pack),2.0,3.84,10,17,Monday,San Francisco,7.68
AA Batteries (4-pack),1.0,3.84,10,18,Friday,Atlanta,3.84
Apple Airpods Headphones,1.0,150.0,10,7,Tuesday,New York City,150.0
Lightning Charging Cable,1.0,14.95,10,14,Wednesday,San Francisco,14.95
Apple Airpods Headphones,1.0,150.0,10,13,Sunday,San Francisco,150.0
AAA Batteries (4-pack),1.0,2.99,10,12,Friday,Boston,2.99
Apple Airpods Headphones,1.0,150.0,10,22,Saturday,Atlanta,150.0
AA Batteries (4-pack),2.0,3.84,10,11,Friday,New York City,7.68
Apple Airpods Headphones,1.0,150.0,10,10,Sunday,Boston,150.0
Lightning Charging Cable,1.0,14.95,10,17,Tuesday,New York City,14.95
AAA Batteries (4-pack),1.0,2.99,10,11,Tuesday,Portland,2.99
Wired Headphones,1.0,11.99,10,20,Saturday,New York City,11.99
Lightning Charging Cable,1.0,14.95,10,16,Friday,Portland,14.95
Bose SoundSport Headphones,1.0,99.99,10,12,Tuesday,San Francisco,99.99
27in 4K Gaming Monitor,1.0,389.99,10,23,Tuesday,New York City,389.99
AAA Batteries (4-pack),1.0,2.99,10,23,Tuesday,New York City,2.99
USB-C Charging Cable,1.0,11.95,10,21,Friday,Seattle,11.95
AAA Batteries (4-pack),1.0,2.99,10,20,Saturday,Dallas,2.99
Bose SoundSport Headphones,1.0,99.99,10,10,Thursday,Los Angeles,99.99
ThinkPad Laptop,1.0,999.99,10,8,Monday,Seattle,999.99
AAA Batteries (4-pack),1.0,2.99,10,9,Thursday,Dallas,2.99
USB-C Charging Cable,1.0,11.95,10,18,Wednesday,Boston,11.95
Bose SoundSport Headphones,1.0,99.99,10,17,Friday,San Francisco,99.99
AA Batteries (4-pack),1.0,3.84,10,0,Wednesday,Los Angeles,3.84
USB-C Charging Cable,1.0,11.95,10,21,Sunday,Austin,11.95
AA Batteries (4-pack),1.0,3.84,10,13,Sunday,San Francisco,3.84
Apple Airpods Headphones,1.0,150.0,10,21,Saturday,Seattle,150.0
27in FHD Monitor,1.0,149.99,10,23,Tuesday,San Francisco,149.99
Bose SoundSport Headphones,1.0,99.99,10,15,Wednesday,Los Angeles,99.99
Macbook Pro Laptop,1.0,1700.0,10,18,Wednesday,San Francisco,1700.0
34in Ultrawide Monitor,1.0,379.99,10,18,Wednesday,San Francisco,379.99
Wired Headphones,1.0,11.99,10,11,Tuesday,San Francisco,11.99
USB-C Charging Cable,1.0,11.95,10,18,Saturday,Boston,11.95
Wired Headphones,1.0,11.99,10,15,Sunday,Portland,11.99
Apple Airpods Headphones,1.0,150.0,10,17,Saturday,New York City,150.0
Lightning Charging Cable,1.0,14.95,10,13,Wednesday,San Francisco,14.95
AAA Batteries (4-pack),1.0,2.99,10,2,Friday,Atlanta,2.99
20in Monitor,1.0,109.99,10,14,Monday,Austin,109.99
AA Batteries (4-pack),1.0,3.84,10,18,Wednesday,Los Angeles,3.84
Wired Headphones,1.0,11.99,10,0,Tuesday,Dallas,11.99
27in FHD Monitor,1.0,149.99,10,19,Monday,Dallas,149.99
USB-C Charging Cable,1.0,11.95,10,0,Saturday,Boston,11.95
27in FHD Monitor,1.0,149.99,10,16,Tuesday,Atlanta,149.99
AA Batteries (4-pack),2.0,3.84,10,3,Sunday,Seattle,7.68
USB-C Charging Cable,1.0,11.95,10,19,Thursday,Dallas,11.95
20in Monitor,1.0,109.99,10,15,Wednesday,Los Angeles,109.99
Lightning Charging Cable,1.0,14.95,10,11,Sunday,Austin,14.95
Wired Headphones,1.0,11.99,10,20,Sunday,Los Angeles,11.99
Bose SoundSport Headphones,1.0,99.99,10,17,Thursday,Seattle,99.99
AA Batteries (4-pack),1.0,3.84,10,12,Sunday,New York City,3.84
USB-C Charging Cable,1.0,11.95,10,9,Thursday,Atlanta,11.95
USB-C Charging Cable,1.0,11.95,10,22,Monday,Portland,11.95
AAA Batteries (4-pack),2.0,2.99,10,8,Wednesday,Portland,5.98
Lightning Charging Cable,1.0,14.95,10,20,Friday,San Francisco,14.95
ThinkPad Laptop,1.0,999.99,10,11,Monday,San Francisco,999.99
Flatscreen TV,1.0,300.0,10,14,Thursday,Portland,300.0
AAA Batteries (4-pack),1.0,2.99,10,14,Monday,San Francisco,2.99
27in FHD Monitor,1.0,149.99,10,14,Wednesday,San Francisco,149.99
iPhone,1.0,700.0,10,16,Sunday,San Francisco,700.0
AA Batteries (4-pack),2.0,3.84,10,20,Saturday,Los Angeles,7.68
Apple Airpods Headphones,1.0,150.0,10,9,Thursday,Seattle,150.0
Apple Airpods Headphones,1.0,150.0,10,20,Saturday,San Francisco,150.0
USB-C Charging Cable,1.0,11.95,10,18,Thursday,New York City,11.95
20in Monitor,1.0,109.99,10,22,Saturday,Boston,109.99
Macbook Pro Laptop,1.0,1700.0,10,7,Friday,New York City,1700.0
AA Batteries (4-pack),2.0,3.84,10,0,Wednesday,Dallas,7.68
USB-C Charging Cable,1.0,11.95,10,15,Thursday,San Francisco,11.95
34in Ultrawide Monitor,1.0,379.99,10,11,Thursday,San Francisco,379.99
AAA Batteries (4-pack),1.0,2.99,10,15,Wednesday,Dallas,2.99
AAA Batteries (4-pack),1.0,2.99,10,13,Sunday,Seattle,2.99
27in 4K Gaming Monitor,1.0,389.99,10,13,Sunday,Seattle,389.99
Macbook Pro Laptop,1.0,1700.0,10,22,Wednesday,Boston,1700.0
ThinkPad Laptop,1.0,999.99,10,11,Friday,Atlanta,999.99
USB-C Charging Cable,1.0,11.95,10,8,Wednesday,San Francisco,11.95
USB-C Charging Cable,1.0,11.95,10,7,Monday,Boston,11.95
AAA Batteries (4-pack),3.0,2.99,10,7,Friday,Austin,8.97
Apple Airpods Headphones,1.0,150.0,10,12,Monday,San Francisco,150.0
Flatscreen TV,1.0,300.0,10,11,Thursday,Los Angeles,300.0
AAA Batteries (4-pack),1.0,2.99,10,14,Tuesday,Seattle,2.99
27in 4K Gaming Monitor,1.0,389.99,10,20,Monday,Atlanta,389.99
Apple Airpods Headphones,1.0,150.0,10,10,Wednesday,Boston,150.0
Lightning Charging Cable,1.0,14.95,10,19,Wednesday,San Francisco,14.95
20in Monitor,1.0,109.99,10,19,Wednesday,Dallas,109.99
Wired Headphones,1.0,11.99,10,13,Friday,Austin,11.99
USB-C Charging Cable,1.0,11.95,10,15,Tuesday,San Francisco,11.95
20in Monitor,1.0,109.99,10,0,Saturday,Austin,109.99
AAA Batteries (4-pack),2.0,2.99,10,20,Sunday,Portland,5.98
ThinkPad Laptop,1.0,999.99,10,22,Monday,San Francisco,999.99
AA Batteries (4-pack),3.0,3.84,10,22,Thursday,Los Angeles,11.52
Wired Headphones,1.0,11.99,10,16,Tuesday,New York City,11.99
AA Batteries (4-pack),1.0,3.84,10,23,Sunday,Los Angeles,3.84
Lightning Charging Cable,1.0,14.95,10,16,Wednesday,Dallas,14.95
Apple Airpods Headphones,1.0,150.0,10,17,Wednesday,San Francisco,150.0
27in FHD Monitor,1.0,149.99,10,21,Saturday,Portland,149.99
Lightning Charging Cable,1.0,14.95,10,12,Sunday,Dallas,14.95
Apple Airpods Headphones,1.0,150.0,10,0,Friday,Los Angeles,150.0
Vareebadd Phone,1.0,400.0,10,13,Tuesday,Seattle,400.0
USB-C Charging Cable,1.0,11.95,10,13,Tuesday,Seattle,11.95
Bose SoundSport Headphones,1.0,99.99,10,20,Wednesday,Los Angeles,99.99
Bose SoundSport Headphones,1.0,99.99,10,16,Monday,San Francisco,99.99
Wired Headphones,1.0,11.99,10,11,Monday,Boston,11.99
Bose SoundSport Headphones,1.0,99.99,10,22,Saturday,Boston,99.99
USB-C Charging Cable,1.0,11.95,10,20,Saturday,Atlanta,11.95
iPhone,1.0,700.0,10,15,Wednesday,Los Angeles,700.0
Macbook Pro Laptop,1.0,1700.0,10,9,Tuesday,Los Angeles,1700.0
Lightning Charging Cable,1.0,14.95,10,15,Wednesday,Portland,14.95
AA Batteries (4-pack),1.0,3.84,10,19,Monday,Los Angeles,3.84
34in Ultrawide Monitor,1.0,379.99,10,13,Wednesday,Seattle,379.99
Wired Headphones,1.0,11.99,10,9,Sunday,Dallas,11.99
34in Ultrawide Monitor,1.0,379.99,10,16,Monday,Boston,379.99
Flatscreen TV,1.0,300.0,10,15,Wednesday,Los Angeles,300.0
AA Batteries (4-pack),3.0,3.84,10,13,Tuesday,Los Angeles,11.52
Lightning Charging Cable,1.0,14.95,10,1,Monday,San Francisco,14.95
ThinkPad Laptop,1.0,999.99,10,11,Tuesday,Atlanta,999.99
Apple Airpods Headphones,1.0,150.0,10,14,Wednesday,Austin,150.0
AAA Batteries (4-pack),3.0,2.99,10,14,Wednesday,Los Angeles,8.97
Lightning Charging Cable,1.0,14.95,10,11,Sunday,Atlanta,14.95
USB-C Charging Cable,1.0,11.95,10,15,Monday,Los Angeles,11.95
Bose SoundSport Headphones,1.0,99.99,10,12,Thursday,Boston,99.99
27in FHD Monitor,1.0,149.99,10,21,Wednesday,Boston,149.99
AA Batteries (4-pack),4.0,3.84,10,14,Thursday,Dallas,15.36
Apple Airpods Headphones,1.0,150.0,10,13,Wednesday,San Francisco,150.0
20in Monitor,1.0,109.99,10,21,Saturday,Los Angeles,109.99
USB-C Charging Cable,1.0,11.95,10,7,Monday,Seattle,11.95
Lightning Charging Cable,1.0,14.95,10,18,Saturday,Portland,14.95
Macbook Pro Laptop,1.0,1700.0,10,12,Sunday,Portland,1700.0
USB-C Charging Cable,1.0,11.95,10,15,Thursday,San Francisco,11.95
Apple Airpods Headphones,1.0,150.0,10,13,Monday,Dallas,150.0
AA Batteries (4-pack),1.0,3.84,10,8,Thursday,Dallas,3.84
USB-C Charging Cable,1.0,11.95,10,8,Wednesday,Los Angeles,11.95
AAA Batteries (4-pack),1.0,2.99,10,17,Sunday,Dallas,2.99
iPhone,1.0,700.0,10,14,Friday,Seattle,700.0
27in 4K Gaming Monitor,1.0,389.99,10,0,Friday,San Francisco,389.99
AA Batteries (4-pack),1.0,3.84,10,21,Sunday,Seattle,3.84
27in FHD Monitor,1.0,149.99,10,16,Monday,Austin,149.99
USB-C Charging Cable,1.0,11.95,10,11,Tuesday,San Francisco,11.95
27in FHD Monitor,1.0,149.99,10,16,Saturday,Los Angeles,149.99
Bose SoundSport Headphones,1.0,99.99,10,17,Sunday,Portland,99.99
Bose SoundSport Headphones,1.0,99.99,10,10,Sunday,New York City,99.99
AAA Batteries (4-pack),1.0,2.99,10,13,Monday,Los Angeles,2.99
Lightning Charging Cable,1.0,14.95,10,16,Wednesday,Los Angeles,14.95
34in Ultrawide Monitor,1.0,379.99,10,9,Saturday,New York City,379.99
USB-C Charging Cable,1.0,11.95,10,21,Saturday,Austin,11.95
Lightning Charging Cable,2.0,14.95,10,14,Saturday,Atlanta,29.9
AAA Batteries (4-pack),1.0,2.99,10,20,Thursday,Austin,2.99
Wired Headphones,1.0,11.99,10,19,Friday,Austin,11.99
Apple Airpods Headphones,1.0,150.0,10,19,Wednesday,San Francisco,150.0
USB-C Charging Cable,1.0,11.95,10,10,Wednesday,Austin,11.95
Bose SoundSport Headphones,1.0,99.99,10,11,Sunday,New York City,99.99
USB-C Charging Cable,1.0,11.95,10,12,Friday,Dallas,11.95
AA Batteries (4-pack),1.0,3.84,10,12,Friday,Dallas,3.84
USB-C Charging Cable,1.0,11.95,10,13,Sunday,Dallas,11.95
AA Batteries (4-pack),2.0,3.84,10,14,Saturday,Atlanta,7.68
27in FHD Monitor,1.0,149.99,10,20,Friday,Portland,149.99
Lightning Charging Cable,1.0,14.95,10,10,Tuesday,Dallas,14.95
USB-C Charging Cable,1.0,11.95,10,6,Wednesday,Austin,11.95
Google Phone,1.0,600.0,10,11,Sunday,Atlanta,600.0
Bose SoundSport Headphones,1.0,99.99,10,11,Sunday,Atlanta,99.99
Flatscreen TV,1.0,300.0,10,1,Tuesday,Los Angeles,300.0
Lightning Charging Cable,2.0,14.95,10,21,Sunday,Los Angeles,29.9
USB-C Charging Cable,1.0,11.95,10,21,Thursday,New York City,11.95
Apple Airpods Headphones,1.0,150.0,10,11,Tuesday,Boston,150.0
Wired Headphones,1.0,11.99,10,22,Tuesday,Boston,11.99
Lightning Charging Cable,1.0,14.95,10,11,Thursday,Austin,14.95
Lightning Charging Cable,1.0,14.95,10,20,Thursday,Atlanta,14.95
AAA Batteries (4-pack),3.0,2.99,10,7,Thursday,San Francisco,8.97
ThinkPad Laptop,1.0,999.99,10,12,Tuesday,Atlanta,999.99
Lightning Charging Cable,1.0,14.95,10,14,Sunday,San Francisco,14.95
27in 4K Gaming Monitor,1.0,389.99,10,22,Sunday,Dallas,389.99
AAA Batteries (4-pack),1.0,2.99,10,10,Saturday,Los Angeles,2.99
34in Ultrawide Monitor,1.0,379.99,10,12,Thursday,New York City,379.99
27in FHD Monitor,1.0,149.99,10,22,Tuesday,Seattle,149.99
34in Ultrawide Monitor,1.0,379.99,10,16,Thursday,Portland,379.99
AA Batteries (4-pack),1.0,3.84,10,8,Thursday,New York City,3.84
AAA Batteries (4-pack),1.0,2.99,10,13,Saturday,Los Angeles,2.99
Lightning Charging Cable,1.0,14.95,10,10,Sunday,Dallas,14.95
Lightning Charging Cable,1.0,14.95,10,11,Thursday,Dallas,14.95
20in Monitor,1.0,109.99,10,22,Monday,Austin,109.99
AA Batteries (4-pack),1.0,3.84,10,19,Saturday,New York City,3.84
AA Batteries (4-pack),1.0,3.84,10,12,Sunday,New York City,3.84
Lightning Charging Cable,1.0,14.95,10,13,Saturday,Los Angeles,14.95
27in 4K Gaming Monitor,1.0,389.99,10,20,Monday,Atlanta,389.99
Wired Headphones,1.0,11.99,10,0,Tuesday,Los Angeles,11.99
Lightning Charging Cable,1.0,14.95,10,21,Saturday,Boston,14.95
Wired Headphones,1.0,11.99,10,21,Monday,Seattle,11.99
AAA Batteries (4-pack),1.0,2.99,10,9,Monday,New York City,2.99
Lightning Charging Cable,1.0,14.95,10,13,Wednesday,New York City,14.95
USB-C Charging Cable,1.0,11.95,10,11,Thursday,New York City,11.95
27in FHD Monitor,1.0,149.99,10,10,Wednesday,New York City,149.99
27in 4K Gaming Monitor,1.0,389.99,10,22,Sunday,Boston,389.99
USB-C Charging Cable,1.0,11.95,10,7,Sunday,Seattle,11.95
Macbook Pro Laptop,1.0,1700.0,10,0,Monday,Boston,1700.0
LG Dryer,1.0,600.0,10,22,Friday,San Francisco,600.0
34in Ultrawide Monitor,1.0,379.99,10,15,Wednesday,Seattle,379.99
AAA Batteries (4-pack),2.0,2.99,10,8,Saturday,Seattle,5.98
27in 4K Gaming Monitor,1.0,389.99,10,12,Sunday,Boston,389.99
20in Monitor,1.0,109.99,10,21,Sunday,Dallas,109.99
27in 4K Gaming Monitor,1.0,389.99,10,10,Friday,San Francisco,389.99
Apple Airpods Headphones,1.0,150.0,10,10,Friday,San Francisco,150.0
27in 4K Gaming Monitor,1.0,389.99,10,13,Friday,Dallas,389.99
AAA Batteries (4-pack),1.0,2.99,10,22,Saturday,Atlanta,2.99
AA Batteries (4-pack),2.0,3.84,10,12,Sunday,New York City,7.68
AA Batteries (4-pack),1.0,3.84,10,18,Saturday,Los Angeles,3.84
iPhone,1.0,700.0,10,8,Friday,Boston,700.0
AA Batteries (4-pack),1.0,3.84,10,20,Sunday,Dallas,3.84
Apple Airpods Headphones,1.0,150.0,10,20,Saturday,Los Angeles,150.0
USB-C Charging Cable,1.0,11.95,10,15,Monday,Los Angeles,11.95
AA Batteries (4-pack),1.0,3.84,10,11,Thursday,San Francisco,3.84
Apple Airpods Headphones,1.0,150.0,10,1,Monday,San Francisco,150.0
Lightning Charging Cable,1.0,14.95,10,10,Wednesday,Seattle,14.95
Lightning Charging Cable,1.0,14.95,10,9,Tuesday,Los Angeles,14.95
iPhone,1.0,700.0,10,19,Thursday,Boston,700.0
Wired Headphones,1.0,11.99,10,19,Thursday,Boston,11.99
Wired Headphones,1.0,11.99,10,16,Sunday,New York City,11.99
AA Batteries (4-pack),3.0,3.84,10,12,Monday,Los Angeles,11.52
Apple Airpods Headphones,1.0,150.0,10,11,Sunday,Seattle,150.0
AA Batteries (4-pack),1.0,3.84,10,12,Tuesday,San Francisco,3.84
Lightning Charging Cable,1.0,14.95,10,14,Sunday,San Francisco,14.95
USB-C Charging Cable,1.0,11.95,10,19,Friday,Austin,11.95
Flatscreen TV,1.0,300.0,10,11,Monday,Portland,300.0
AAA Batteries (4-pack),1.0,2.99,10,20,Monday,Atlanta,2.99
27in 4K Gaming Monitor,1.0,389.99,10,16,Saturday,New York City,389.99
Wired Headphones,1.0,11.99,10,22,Wednesday,Dallas,11.99
Wired Headphones,1.0,11.99,10,8,Monday,Dallas,11.99
27in FHD Monitor,1.0,149.99,10,19,Saturday,San Francisco,149.99
ThinkPad Laptop,1.0,999.99,10,21,Sunday,New York City,999.99
Apple Airpods Headphones,1.0,150.0,10,16,Tuesday,San Francisco,150.0
Bose SoundSport Headphones,1.0,99.99,10,9,Friday,Boston,99.99
AAA Batteries (4-pack),1.0,2.99,10,19,Wednesday,Boston,2.99
Lightning Charging Cable,1.0,14.95,10,20,Wednesday,Portland,14.95
Lightning Charging Cable,1.0,14.95,10,13,Monday,Los Angeles,14.95
ThinkPad Laptop,1.0,999.99,10,17,Monday,Los Angeles,999.99
Vareebadd Phone,1.0,400.0,10,17,Monday,Atlanta,400.0
27in FHD Monitor,1.0,149.99,10,12,Tuesday,Los Angeles,149.99
Bose SoundSport Headphones,1.0,99.99,10,12,Tuesday,Los Angeles,99.99
AAA Batteries (4-pack),1.0,2.99,10,10,Thursday,Portland,2.99
AAA Batteries (4-pack),2.0,2.99,10,4,Sunday,Seattle,5.98
34in Ultrawide Monitor,1.0,379.99,10,20,Sunday,San Francisco,379.99
Wired Headphones,1.0,11.99,10,0,Friday,Los Angeles,11.99
Apple Airpods Headphones,1.0,150.0,10,9,Wednesday,San Francisco,150.0
27in FHD Monitor,1.0,149.99,10,10,Thursday,New York City,149.99
Apple Airpods Headphones,1.0,150.0,10,18,Wednesday,New York City,150.0
AAA Batteries (4-pack),3.0,2.99,10,16,Sunday,Dallas,8.97
Apple Airpods Headphones,1.0,150.0,10,15,Thursday,Seattle,150.0
AA Batteries (4-pack),1.0,3.84,10,1,Sunday,Seattle,3.84
Google Phone,1.0,600.0,10,12,Monday,Los Angeles,600.0
Bose SoundSport Headphones,1.0,99.99,10,12,Monday,Los Angeles,99.99
Wired Headphones,1.0,11.99,10,12,Monday,Los Angeles,11.99
ThinkPad Laptop,1.0,999.99,10,18,Monday,Los Angeles,999.99
USB-C Charging Cable,1.0,11.95,10,21,Sunday,Los Angeles,11.95
Wired Headphones,1.0,11.99,10,0,Friday,San Francisco,11.99
Wired Headphones,1.0,11.99,10,9,Tuesday,Portland,11.99
Google Phone,1.0,600.0,10,13,Sunday,Atlanta,600.0
27in 4K Gaming Monitor,1.0,389.99,10,22,Tuesday,Seattle,389.99
Lightning Charging Cable,1.0,14.95,10,15,Saturday,New York City,14.95
USB-C Charging Cable,1.0,11.95,10,3,Thursday,San Francisco,11.95
Macbook Pro Laptop,1.0,1700.0,10,18,Friday,Los Angeles,1700.0
Wired Headphones,1.0,11.99,10,22,Thursday,Los Angeles,11.99
Lightning Charging Cable,2.0,14.95,10,21,Sunday,San Francisco,29.9
AAA Batteries (4-pack),2.0,2.99,10,19,Friday,San Francisco,5.98
Macbook Pro Laptop,1.0,1700.0,10,21,Sunday,Seattle,1700.0
USB-C Charging Cable,1.0,11.95,10,22,Wednesday,Dallas,11.95
Bose SoundSport Headphones,1.0,99.99,10,0,Tuesday,San Francisco,99.99
USB-C Charging Cable,1.0,11.95,10,14,Monday,Portland,11.95
Flatscreen TV,1.0,300.0,10,13,Tuesday,Boston,300.0
20in Monitor,1.0,109.99,10,17,Monday,Los Angeles,109.99
AAA Batteries (4-pack),1.0,2.99,10,5,Wednesday,San Francisco,2.99
Bose SoundSport Headphones,1.0,99.99,10,20,Thursday,Portland,99.99
Wired Headphones,1.0,11.99,10,19,Monday,Portland,11.99
AAA Batteries (4-pack),2.0,2.99,10,18,Monday,Atlanta,5.98
AAA Batteries (4-pack),1.0,2.99,10,4,Sunday,Portland,2.99
Bose SoundSport Headphones,1.0,99.99,10,9,Tuesday,Boston,99.99
AA Batteries (4-pack),2.0,3.84,10,10,Friday,Atlanta,7.68
34in Ultrawide Monitor,1.0,379.99,10,23,Friday,New York City,379.99
ThinkPad Laptop,1.0,999.99,10,12,Friday,San Francisco,999.99
AAA Batteries (4-pack),1.0,2.99,10,20,Saturday,San Francisco,2.99
Bose SoundSport Headphones,1.0,99.99,10,19,Friday,Dallas,99.99
34in Ultrawide Monitor,1.0,379.99,10,16,Wednesday,New York City,379.99
Google Phone,1.0,600.0,10,20,Tuesday,San Francisco,600.0
Lightning Charging Cable,1.0,14.95,10,21,Wednesday,Dallas,14.95
20in Monitor,1.0,109.99,10,0,Monday,San Francisco,109.99
LG Washing Machine,1.0,600.0,10,18,Thursday,New York City,600.0
AA Batteries (4-pack),1.0,3.84,10,19,Monday,Boston,3.84
iPhone,1.0,700.0,10,13,Thursday,Dallas,700.0
Macbook Pro Laptop,1.0,1700.0,10,14,Tuesday,Boston,1700.0
Apple Airpods Headphones,1.0,150.0,10,23,Friday,Portland,150.0
Lightning Charging Cable,1.0,14.95,10,13,Monday,Atlanta,14.95
Lightning Charging Cable,1.0,14.95,10,21,Friday,San Francisco,14.95
USB-C Charging Cable,1.0,11.95,10,0,Saturday,Boston,11.95
Lightning Charging Cable,1.0,14.95,10,8,Sunday,Austin,14.95
AA Batteries (4-pack),1.0,3.84,10,20,Friday,Boston,3.84
AAA Batteries (4-pack),2.0,2.99,10,19,Sunday,Austin,5.98
AAA Batteries (4-pack),1.0,2.99,10,7,Wednesday,Portland,2.99
Apple Airpods Headphones,1.0,150.0,10,13,Monday,San Francisco,150.0
Apple Airpods Headphones,1.0,150.0,10,6,Sunday,Los Angeles,150.0
Flatscreen TV,1.0,300.0,10,14,Thursday,Boston,300.0
USB-C Charging Cable,1.0,11.95,10,21,Saturday,Atlanta,11.95
iPhone,1.0,700.0,10,21,Tuesday,New York City,700.0
Lightning Charging Cable,1.0,14.95,10,21,Tuesday,New York City,14.95
USB-C Charging Cable,1.0,11.95,10,4,Tuesday,Austin,11.95
AA Batteries (4-pack),1.0,3.84,10,14,Friday,San Francisco,3.84
iPhone,1.0,700.0,10,23,Thursday,Boston,700.0
Wired Headphones,1.0,11.99,10,16,Friday,Atlanta,11.99
Bose SoundSport Headphones,1.0,99.99,10,10,Tuesday,Atlanta,99.99
AA Batteries (4-pack),1.0,3.84,10,10,Tuesday,Atlanta,3.84
27in 4K Gaming Monitor,1.0,389.99,10,14,Thursday,New York City,389.99
Lightning Charging Cable,1.0,14.95,10,19,Friday,Austin,14.95
USB-C Charging Cable,1.0,11.95,10,11,Monday,New York City,11.95
AA Batteries (4-pack),1.0,3.84,10,11,Monday,New York City,3.84
Bose SoundSport Headphones,1.0,99.99,10,20,Thursday,Austin,99.99
AA Batteries (4-pack),2.0,3.84,10,16,Friday,San Francisco,7.68
Google Phone,1.0,600.0,10,12,Sunday,Portland,600.0
Wired Headphones,1.0,11.99,10,12,Sunday,Portland,11.99
AA Batteries (4-pack),1.0,3.84,10,0,Sunday,San Francisco,3.84
34in Ultrawide Monitor,1.0,379.99,10,10,Wednesday,San Francisco,379.99
Wired Headphones,1.0,11.99,10,13,Thursday,Los Angeles,11.99
Lightning Charging Cable,1.0,14.95,10,7,Tuesday,Dallas,14.95
Flatscreen TV,1.0,300.0,10,13,Sunday,San Francisco,300.0
Bose SoundSport Headphones,1.0,99.99,10,18,Saturday,New York City,99.99
Apple Airpods Headphones,1.0,150.0,10,14,Friday,San Francisco,150.0
